Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-21 13:30:00+00:00,263.4999084472656,221.72000122070312,252.4781951904297,732.7949829101562,1238.1800537109375,265.2900085449219,222.23989868164062,255.3300018310547,738.5,1248.599853515625,261.8800048828125,218.0,252.0,731.280029296875,1231.7750244140625,261.8800048828125,218.40499877929688,255.3300018310547,736.260009765625,1242.0,17003580,14973073,3890195,2027490,1122008
2025-10-21 14:30:00+00:00,263.6619873046875,221.97000122070312,246.86000061035156,730.3101196289062,1239.6300048828125,263.8299865722656,222.3699951171875,253.3300018310547,733.7999877929688,1241.699951171875,262.510009765625,220.77000427246094,244.67999267578125,728.7999877929688,1236.4000244140625,263.4599914550781,221.6999969482422,252.4550018310547,732.780029296875,1238.1700439453125,4721265,6236489,6709749,1056245,436881
2025-10-21 15:30:00+00:00,263.1700134277344,222.97500610351562,249.5800018310547,733.7349853515625,1241.7049560546875,264.5350036621094,223.14999389648438,250.27000427246094,734.489990234375,1244.1500244140625,263.0801086425781,221.52000427246094,246.4600067138672,729.22900390625,1239.487548828125,263.6700134277344,221.9600067138672,246.85000610351562,730.4099731445312,1239.6700439453125,5514253,5438723,4494131,837249,436101
2025-10-21 16:30:00+00:00,263.3265075683594,221.5449981689453,252.10499572753906,732.6834716796875,1240.9449462890625,263.6799011230469,223.32000732421875,252.94000244140625,734.75,1243.9300537109375,262.8475036621094,221.15499877929688,248.0500030517578,729.780029296875,1239.425537109375,263.1600036621094,222.97000122070312,249.5749969482422,733.8699951171875,1241.739990234375,2671606,5352732,5059000,891683,349290
2025-10-21 17:30:00+00:00,263.44989013671875,222.5843048095703,252.75,732.989990234375,1241.3299560546875,264.04998779296875,222.6649932861328,253.27200317382812,733.3300170898438,1243.6199951171875,262.1499938964844,221.52000427246094,251.1199951171875,731.6959838867188,1240.77001953125,263.3258056640625,221.5449981689453,252.0800018310547,732.8150024414062,1240.9140625,3718095,3617774,2560589,420310,341540
2025-10-21 18:30:00+00:00,263.0849914550781,222.4600067138672,252.19500732421875,733.885009765625,1240.969970703125,263.7381896972656,223.14990234375,253.0399932861328,734.1900024414062,1243.989990234375,262.95001220703125,222.24009704589844,251.94000244140625,732.010009765625,1239.9000244140625,263.4495849609375,222.58999633789062,252.7449951171875,732.9099731445312,1241.39501953125,3430980,3906114,1428354,588085,591637
2025-10-21 19:30:00+00:00,262.8399963378906,222.02999877929688,251.32000732421875,733.2490234375,1241.780029296875,263.2099914550781,222.49130249023438,252.3300018310547,734.25,1243.000244140625,262.4700012207031,221.9499969482422,251.27000427246094,732.510009765625,1239.0,263.0950012207031,222.4600067138672,252.22000122070312,733.6300048828125,1240.3489990234375,3493018,3551617,1673729,653053,772283
2025-10-22 13:30:00+00:00,260.0498962402344,217.4499969482422,253.89999389648438,732.3400268554688,1122.72998046875,262.8500061035156,220.0050048828125,257.0799865722656,740.5900268554688,1157.5,259.7200012207031,217.3300018310547,253.6649932861328,731.0590209960938,1122.3900146484375,262.7900085449219,219.42999267578125,255.0399932861328,733.4000244140625,1143.3599853515625,9155667,10490922,5033181,2161926,5915248
