Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-03 14:30:00+00:00,267.6300048828125,255.33999633789062,283.1099853515625,648.506591796875,1099.6817626953125,270.7799987792969,258.6000061035156,283.3500061035156,659.3298950195312,1133.5,266.25,254.5574951171875,280.375,647.2100219726562,1098.949951171875,270.4200134277344,255.63999938964844,282.4700012207031,656.0,1133.0999755859375,10223517,26213930,4971493,6069693,989317
2025-11-03 15:30:00+00:00,266.6400146484375,255.4600067138672,282.94000244140625,649.875,1080.43994140625,268.2799987792969,256.8599853515625,283.8800048828125,652.5800170898438,1103.48095703125,266.5,254.99000549316406,281.80999755859375,646.0126953125,1079.3199462890625,267.6400146484375,255.33999633789062,283.0799865722656,648.5050048828125,1099.532470703125,3102546,8062082,1577709,2263349,785387
2025-11-03 16:30:00+00:00,267.5350036621094,256.01031494140625,282.8399963378906,650.1699829101562,1089.8499755859375,268.1499938964844,256.44000244140625,284.1000061035156,653.0,1089.989990234375,266.5223083496094,253.89999389648438,282.739990234375,649.27001953125,1075.1500244140625,266.659912109375,255.4550018310547,282.9700012207031,649.8499755859375,1079.9599609375,2821699,5726412,1006362,1443661,595383
2025-11-03 17:30:00+00:00,267.6780090332031,256.510009765625,282.7099914550781,644.1400146484375,1093.52001953125,268.0,257.1700134277344,283.67999267578125,650.9299926757812,1094.6700439453125,267.25,255.8135986328125,282.3450012207031,643.0,1088.6800537109375,267.5199890136719,256.0262145996094,282.75,650.1699829101562,1089.7049560546875,2034109,4362482,897827,2972799,310840
2025-11-03 18:30:00+00:00,267.30999755859375,255.06500244140625,283.29998779296875,644.4600219726562,1095.800048828125,268.6199951171875,256.5849914550781,283.875,646.0,1096.8399658203125,267.30999755859375,254.72000122070312,282.56500244140625,641.5599975585938,1092.508056640625,267.70989990234375,256.510009765625,282.7049865722656,644.0501098632812,1093.8099365234375,2075268,3903743,1014491,2232166,261430
2025-11-03 19:30:00+00:00,267.6199951171875,254.8699951171875,285.1099853515625,642.3699951171875,1099.25,267.7900085449219,256.0299987792969,285.94000244140625,646.280029296875,1099.699951171875,266.9100036621094,254.07000732421875,283.2900085449219,641.7700805664062,1092.6600341796875,267.32000732421875,255.06500244140625,283.29998779296875,644.4600219726562,1095.52001953125,2243434,4161677,1353842,1730255,238988
2025-11-03 20:30:00+00:00,269.05999755859375,254.05999755859375,284.25,637.719970703125,1099.5699462890625,269.1099853515625,255.27999877929688,285.1679992675781,642.760009765625,1100.300048828125,267.4599914550781,252.89999389648438,283.6499938964844,636.2100219726562,1096.074951171875,267.6300048828125,254.8699951171875,285.1400146484375,642.3699951171875,1099.239990234375,3383138,4190135,1168232,2642789,281103
2025-11-04 14:30:00+00:00,268.42999267578125,253.38999938964844,280.2699890136719,635.3557739257812,1098.31396484375,269.5899963378906,255.44000244140625,281.07501220703125,641.7399291992188,1104.599853515625,267.614990234375,249.6501007080078,276.875,626.469970703125,1089.219970703125,268.24249267578125,250.3800048828125,277.07000732421875,628.0399780273438,1099.2850341796875,9645778,10799520,3778209,5424088,626099
