Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12 09:30:00-04:00,291.9949951171875,236.53250122070312,360.1050109863281,565.9550170898438,79.81999969482422,297.1400146484375,243.3300018310547,362.6449890136719,576.0700073242188,82.0,290.6099853515625,233.58999633789062,353.3399963378906,560.9000244140625,79.27999877929688,296.0799865722656,243.2100067138672,361.1000061035156,572.9500122070312,81.68000030517578,9097938,14937313,4020001,2901666,8778650
2026-06-12 10:30:00-04:00,292.875,237.85000610351562,363.6600036621094,572.1199951171875,80.5999984741211,292.989990234375,238.5,364.7724914550781,574.6099853515625,80.69499969482422,290.010009765625,234.92999267578125,357.55999755859375,563.1199951171875,79.58000183105469,291.9800109863281,236.52000427246094,360.05999755859375,565.739990234375,79.81999969482422,4537684,7565084,2452102,2030421,4271021
2026-06-12 11:30:00-04:00,291.5799865722656,236.47999572753906,359.5950012207031,571.280029296875,80.70999908447266,292.8599853515625,237.8101043701172,363.739990234375,572.39990234375,80.83000183105469,290.80999755859375,235.5749969482422,358.3800048828125,567.989990234375,80.19999694824219,292.8599853515625,237.8000030517578,363.6099853515625,572.0,80.60749816894531,3654099,5470650,1652513,1180981,3422335
2026-06-12 12:30:00-04:00,291.4601135253906,237.02000427246094,360.8599853515625,567.6799926757812,80.8550033569336,292.2449951171875,237.63999938964844,362.0,572.7849731445312,81.13999938964844,290.75,235.89999389648438,359.1199951171875,567.3499755859375,80.6500015258789,291.57000732421875,236.47000122070312,359.6300048828125,571.2949829101562,80.72000122070312,3070602,4730025,1051819,1501377,2190043
2026-06-12 13:30:00-04:00,290.2250061035156,236.39999389648438,359.239990234375,565.37548828125,80.66500091552734,291.510009765625,237.07000732421875,360.9717102050781,567.780029296875,80.87000274658203,289.6199951171875,236.02000427246094,358.82000732421875,564.830078125,80.5999984741211,291.4800109863281,237.02200317382812,360.9200134277344,567.75,80.86000061035156,3083422,2416083,1127247,1047464,1636206
2026-06-12 14:30:00-04:00,290.6400146484375,237.8699951171875,358.739990234375,566.6199951171875,80.5250015258789,290.9700012207031,238.1699981689453,360.0400085449219,567.5399780273438,80.87000274658203,290.2200012207031,236.39500427246094,357.9100036621094,565.39501953125,80.42500305175781,290.2200012207031,236.39500427246094,359.2200012207031,565.39501953125,80.66999816894531,3042374,3630462,1626947,1165996,3102066
2026-06-12 15:30:00-04:00,291.0799865722656,238.52999877929688,358.07000732421875,566.7000122070312,80.33499908447266,291.6400146484375,238.60000610351562,358.82000732421875,567.8681030273438,80.55509948730469,290.19000244140625,237.30999755859375,356.8999938964844,563.0,80.2699966430664,290.6400146484375,237.83999633789062,358.739990234375,566.7050170898438,80.52999877929688,4023717,4027217,1389000,2129531,4508035
2026-06-15 09:30:00-04:00,295.67999267578125,246.1199951171875,366.9999084472656,590.3400268554688,80.68499755859375,296.32861328125,247.80499267578125,370.2049865722656,593.7100219726562,81.68000030517578,291.70001220703125,244.72999572753906,364.6499938964844,579.2974853515625,80.47000122070312,294.1199951171875,245.16400146484375,365.7650146484375,579.9000244140625,80.61499786376953,9626670,12330178,3945692,4898957,9707659
